Tree,Model,Node,LogLikelihood,AICc,State,Probability
9,ER,PNUA,-15.6913955305546,33.5827910611092,A,0.0934884616504264
9,ER,PNUA,-15.6913955305546,33.5827910611092,G,0.901318219107568
9,ER,PNUA,-15.6913955305546,33.5827910611092,H,0.00519331924200608
9,ER,PSUA,-15.6913955305546,33.5827910611092,A,0.989997896221853
9,ER,PSUA,-15.6913955305546,33.5827910611092,G,0.00945841827829767
9,ER,PSUA,-15.6913955305546,33.5827910611092,H,0.000543685499849064
9,SYM,PUA,-14.5700857583136,36.4735048499605,A,0.0171284099420814
9,SYM,PUA,-14.5700857583136,36.4735048499605,G,0.982384321050885
9,SYM,PUA,-14.5700857583136,36.4735048499605,H,0.000487269007033216
9,SYM,PNUA,-14.5700857583136,36.4735048499605,A,0.0109142257104586
9,SYM,PNUA,-14.5700857583136,36.4735048499605,G,0.988611612477979
9,SYM,PNUA,-14.5700857583136,36.4735048499605,H,0.000474161811562732
9,SYM,PSUA,-14.5700857583136,36.4735048499605,A,0.992978952028147
9,SYM,PSUA,-14.5700857583136,36.4735048499605,G,0.00702089358165144
9,SYM,PSUA,-14.5700857583136,36.4735048499605,H,1.54390201959108e-07
9,ARD,PUA,-13.3350568138213,44.2701136276426,A,8.19026019490052e-08
9,ARD,PUA,-13.3350568138213,44.2701136276426,G,0.999999918097343
9,ARD,PUA,-13.3350568138213,44.2701136276426,H,5.52208458496094e-14
9,ARD,PNUA,-13.3350568138213,44.2701136276426,A,1.03379987629438e-12
9,ARD,PNUA,-13.3350568138213,44.2701136276426,G,0.99999999999895
9,ARD,PNUA,-13.3350568138213,44.2701136276426,H,1.63227031001864e-14
9,ARD,PSUA,-13.3350568138213,44.2701136276426,A,0.985654809141746
9,ARD,PSUA,-13.3350568138213,44.2701136276426,G,0.0143451908582176
9,ARD,PSUA,-13.3350568138213,44.2701136276426,H,3.67193458655915e-14
10,ER,PUA,-15.4100163898007,33.0200327796014,A,0.419381273922373
10,ER,PUA,-15.4100163898007,33.0200327796014,G,0.559246684819415
10,ER,PUA,-15.4100163898007,33.0200327796014,H,0.021372041258212
10,ER,PNUA,-15.4100163898007,33.0200327796014,A,0.139696940555492
10,ER,PNUA,-15.4100163898007,33.0200327796014,G,0.855118446307185
10,ER,PNUA,-15.4100163898007,33.0200327796014,H,0.00518461313732336
10,ER,PSUA,-15.4100163898007,33.0200327796014,A,0.978183657265311
10,ER,PSUA,-15.4100163898007,33.0200327796014,G,0.0202851046350163
10,ER,PSUA,-15.4100163898007,33.0200327796014,H,0.00153123809967269
10,SYM,PUA,-14.5593833489091,36.4521000311516,A,0.105881686299679
10,SYM,PUA,-14.5593833489091,36.4521000311516,G,0.893043253555886
10,SYM,PUA,-14.5593833489091,36.4521000311516,H,0.00107506014443544
10,SYM,PNUA,-14.5593833489091,36.4521000311516,A,0.0408196113086145
10,SYM,PNUA,-14.5593833489091,36.4521000311516,G,0.958693555302509
10,SYM,PNUA,-14.5593833489091,36.4521000311516,H,0.000486833388876045
10,SYM,PSUA,-14.5593833489091,36.4521000311516,A,0.976281821080257
10,SYM,PSUA,-14.5593833489091,36.4521000311516,G,0.0237165732319186
10,SYM,PSUA,-14.5593833489091,36.4521000311516,H,1.60568782471259e-06
10,ARD,PUA,-13.2592478066668,44.1184956133335,A,1.00455821251103e-06
10,ARD,PUA,-13.2592478066668,44.1184956133335,G,0.999998995441274
10,ARD,PUA,-13.2592478066668,44.1184956133335,H,5.13852857765682e-13
10,ARD,PNUA,-13.2592478066668,44.1184956133335,A,4.62809023808275e-12
10,ARD,PNUA,-13.2592478066668,44.1184956133335,G,0.999999999995353
10,ARD,PNUA,-13.2592478066668,44.1184956133335,H,1.85410426815617e-14
10,ARD,PSUA,-13.2592478066668,44.1184956133335,A,0.959053333621391
10,ARD,PSUA,-13.2592478066668,44.1184956133335,G,0.0409466663783943
10,ARD,PSUA,-13.2592478066668,44.1184956133335,H,2.14575597969735e-13
11,ER,PUA,-14.8725947415214,31.9451894830428,A,0.180877486536785
11,ER,PUA,-14.8725947415214,31.9451894830428,G,0.818222275053629
11,ER,PUA,-14.8725947415214,31.9451894830428,H,0.000900238409586789
11,ER,PNUA,-14.8725947415214,31.9451894830428,A,0.0397730101619748
11,ER,PNUA,-14.8725947415214,31.9451894830428,G,0.952993897108152
11,ER,PNUA,-14.8725947415214,31.9451894830428,H,0.00723309272987332
11,ER,PSUA,-14.8725947415214,31.9451894830428,A,0.993627625708525
11,ER,PSUA,-14.8725947415214,31.9451894830428,G,0.0056909231319066
11,ER,PSUA,-14.8725947415214,31.9451894830428,H,0.000681451159567958
11,SYM,PUA,-13.8700416504012,35.0734166341358,A,0.112595122210337
11,SYM,PUA,-13.8700416504012,35.0734166341358,G,0.887402254839751
11,SYM,PUA,-13.8700416504012,35.0734166341358,H,2.62294991263075e-06
11,SYM,PNUA,-13.8700416504012,35.0734166341358,A,0.00621602145896373
11,SYM,PNUA,-13.8700416504012,35.0734166341358,G,0.99018503958735
11,SYM,PNUA,-13.8700416504012,35.0734166341358,H,0.003598938953686
11,SYM,PSUA,-13.8700416504012,35.0734166341358,A,0.995840075458708
11,SYM,PSUA,-13.8700416504012,35.0734166341358,G,0.00415960509192047
11,SYM,PSUA,-13.8700416504012,35.0734166341358,H,3.1944937141308e-07
11,ARD,PUA,-12.7401906306924,43.0803812613849,A,1.1106390245463e-16
11,ARD,PUA,-12.7401906306924,43.0803812613849,G,1
11,ARD,PUA,-12.7401906306924,43.0803812613849,H,2.38252313068307e-33
11,ARD,PNUA,-12.7401906306924,43.0803812613849,A,9.85159386943625e-15
11,ARD,PNUA,-12.7401906306924,43.0803812613849,G,0.999999999999755
11,ARD,PNUA,-12.7401906306924,43.0803812613849,H,2.35505828270096e-13
11,ARD,PSUA,-12.7401906306924,43.0803812613849,A,0.99048759652659
11,ARD,PSUA,-12.7401906306924,43.0803812613849,G,0.00951240347336384
11,ARD,PSUA,-12.7401906306924,43.0803812613849,H,4.63713349584757e-14
12,ER,PUA,-15.7900277541058,33.7800555082115,A,0.218536354841801
12,ER,PUA,-15.7900277541058,33.7800555082115,G,0.774240234889502
12,ER,PUA,-15.7900277541058,33.7800555082115,H,0.00722341026869719
12,ER,PNUA,-15.7900277541058,33.7800555082115,A,0.186089098306999
12,ER,PNUA,-15.7900277541058,33.7800555082115,G,0.808006207285604
12,ER,PNUA,-15.7900277541058,33.7800555082115,H,0.00590469440739737
12,ER,PSUA,-15.7900277541058,33.7800555082115,A,0.964532918252939
12,ER,PSUA,-15.7900277541058,33.7800555082115,G,0.0342645488084699
12,ER,PSUA,-15.7900277541058,33.7800555082115,H,0.00120253293859128
12,SYM,PUA,-14.8734783273267,37.0802899879867,A,0.0845450538055356
12,SYM,PUA,-14.8734783273267,37.0802899879867,G,0.91513964652898
12,SYM,PUA,-14.8734783273267,37.0802899879867,H,0.000315299665483816
12,SYM,PNUA,-14.8734783273267,37.0802899879867,A,0.0737854358657609
12,SYM,PNUA,-14.8734783273267,37.0802899879867,G,0.925928167175956
12,SYM,PNUA,-14.8734783273267,37.0802899879867,H,0.000286396958283243
12,SYM,PSUA,-14.8734783273267,37.0802899879867,A,0.968634425238292
12,SYM,PSUA,-14.8734783273267,37.0802899879867,G,0.0313647937685912
12,SYM,PSUA,-14.8734783273267,37.0802899879867,H,7.80993116927583e-07
12,ARD,PUA,-13.8785549887037,45.3571099774074,A,1.40514160780061e-07
12,ARD,PUA,-13.8785549887037,45.3571099774074,G,0.996610330616774
12,ARD,PUA,-13.8785549887037,45.3571099774074,H,0.00338952886906573
12,ARD,PNUA,-13.8785549887037,45.3571099774074,A,7.56443064275391e-12
12,ARD,PNUA,-13.8785549887037,45.3571099774074,G,0.996709773311089
12,ARD,PNUA,-13.8785549887037,45.3571099774074,H,0.00329022668134664
12,ARD,PSUA,-13.8785549887037,45.3571099774074,A,0.933182425377339
12,ARD,PSUA,-13.8785549887037,45.3571099774074,G,0.0667945601818258
12,ARD,PSUA,-13.8785549887037,45.3571099774074,H,2.30144408356085e-05
13,ER,PUA,-15.7816119868757,33.7632239737514,A,0.848296498399643
13,ER,PUA,-15.7816119868757,33.7632239737514,G,0.151087472568541
13,ER,PUA,-15.7816119868757,33.7632239737514,H,0.000616029031816446
13,ER,PNUA,-15.7816119868757,33.7632239737514,A,0.0769172921727642
13,ER,PNUA,-15.7816119868757,33.7632239737514,G,0.920522730416454
13,ER,PNUA,-15.7816119868757,33.7632239737514,H,0.00255997741078139
13,ER,PSUA,-15.7816119868757,33.7632239737514,A,0.986065913255108
13,ER,PSUA,-15.7816119868757,33.7632239737514,G,0.0129908491451381
13,ER,PSUA,-15.7816119868757,33.7632239737514,H,0.000943237599754264
13,SYM,PUA,-15.4074558652814,38.1482450638961,A,0.0190598335211749
13,SYM,PUA,-15.4074558652814,38.1482450638961,G,0.980940064764554
13,SYM,PUA,-15.4074558652814,38.1482450638961,H,1.01714271285967e-07
13,SYM,PNUA,-15.4074558652814,38.1482450638961,A,0.00824772442326143
13,SYM,PNUA,-15.4074558652814,38.1482450638961,G,0.991122708032263
13,SYM,PNUA,-15.4074558652814,38.1482450638961,H,0.000629567544475558
13,SYM,PSUA,-15.4074558652814,38.1482450638961,A,0.961656458978079
13,SYM,PSUA,-15.4074558652814,38.1482450638961,G,0.0383419517017638
13,SYM,PSUA,-15.4074558652814,38.1482450638961,H,1.58932015705576e-06
13,ARD,PUA,-14.0915010134681,45.7830020269362,A,1.30186402998701e-29
13,ARD,PUA,-14.0915010134681,45.7830020269362,G,1
13,ARD,PUA,-14.0915010134681,45.7830020269362,H,6.363692925684e-33
13,ARD,PNUA,-14.0915010134681,45.7830020269362,A,3.2409148382999e-14
13,ARD,PNUA,-14.0915010134681,45.7830020269362,G,0.999999999999938
13,ARD,PNUA,-14.0915010134681,45.7830020269362,H,2.99349354419851e-14
13,ARD,PSUA,-14.0915010134681,45.7830020269362,A,0.901965554305931
13,ARD,PSUA,-14.0915010134681,45.7830020269362,G,0.0980344456939844
13,ARD,PSUA,-14.0915010134681,45.7830020269362,H,8.44745282509411e-14
14,ER,PUA,-15.2286600259255,32.6573200518511,A,0.757218894522615
14,ER,PUA,-15.2286600259255,32.6573200518511,G,0.216176716027912
14,ER,PUA,-15.2286600259255,32.6573200518511,H,0.0266043894494723
14,ER,PNUA,-15.2286600259255,32.6573200518511,A,0.0400374350426763
14,ER,PNUA,-15.2286600259255,32.6573200518511,G,0.958615697265562
14,ER,PNUA,-15.2286600259255,32.6573200518511,H,0.00134686769176156
14,ER,PSUA,-15.2286600259255,32.6573200518511,A,0.974700584640921
14,ER,PSUA,-15.2286600259255,32.6573200518511,G,0.0219196783761661
14,ER,PSUA,-15.2286600259255,32.6573200518511,H,0.0033797369829129
14,SYM,PUA,-14.8467311993831,37.0267957320994,A,0.174141084822768
14,SYM,PUA,-14.8467311993831,37.0267957320994,G,0.824530318981542
14,SYM,PUA,-14.8467311993831,37.0267957320994,H,0.0013285961956891
