Cahuilla-12	G
Tarahumara-23	A
Chemehuevi-7	G
Classical_Aztec-29	A
Comanche-5	H
Cupeno-13	G
Shoshoni_Gosiute_Dialect-4	G
Hopi-16	A
Huichol-28	A
Kawaiisu-6	G
Kiowa-35	H
Luiseno-14	G
Mono-1	G
Northern_Tepehuan-19	A
Opata-20	A
Pannamint-3	G
Serrano-11	G
Southern_Paiute-8	G
Gabrielino-15	-
Tubatulabel-10	G
Southern_Ute-9	G&H
Yaqui-26	A
