Cahuilla-12	N
Tarahumara-23	C
Chemehuevi-7	C
Classical_Aztec-29	C
Comanche-5	N
Cupeno-13	N
Shoshoni_Gosiute_Dialect-4	N
Hopi-16	C
Huichol-28	C
Kawaiisu-6	N
Kiowa-35	N
Luiseno-14	N
Mono-1	N
Northern_Tepehuan-19	-
Opata-20	-
Pannamint-3	C&N
Serrano-11	N
Southern_Paiute-8	C
Gabrielino-15	N
Tubatulabel-10	N
Southern_Ute-9	N
Yaqui-26	C
