Cahuilla-12	S
Tarahumara-23	L
Chemehuevi-7	S
Classical_Aztec-29	L
Comanche-5	S
Cupeno-13	S
Shoshoni_Gosiute_Dialect-4	S
Hopi-16	L
Huichol-28	L
Kawaiisu-6	S
Kiowa-35	S
Luiseno-14	S
Mono-1	S
Northern_Tepehuan-19	L
Opata-20	L
Pannamint-3	S
Serrano-11	S
Southern_Paiute-8	S
Gabrielino-15	S
Tubatulabel-10	S
Southern_Ute-9	S
Yaqui-26	L
