Cahuilla-12	N
Tarahumara-23	I
Chemehuevi-7	I
Classical_Aztec-29	I
Comanche-5	N
Cupeno-13	N
Shoshoni_Gosiute_Dialect-4	N
Hopi-16	I
Huichol-28	I
Kawaiisu-6	N
Kiowa-35	N
Luiseno-14	N
Mono-1	N
Northern_Tepehuan-19	-
Opata-20	-
Pannamint-3	C&N
Serrano-11	N
Southern_Paiute-8	C&I
Gabrielino-15	N
Tubatulabel-10	N
Southern_Ute-9	C&N
Yaqui-26	I
